Population,Room,Engorgement,Tick_ID,Trial,X_sum,Y_sum,Z_sum,horizontal_dist,vertical_dist_gross,max_vert,total_dist,movement_count,percent_activity,vertical_or_no
Northern California,U,3,24FL.034,1,10,0,5,13.57649122,0,0,13.57649122,8,72.72727273,0
Northern California,U,3,24FL.034,2,1,0,0,1,0,0,1,1,9.090909091,0
Northern California,U,3,24FL.034,3,8,1,5,10.25583282,1,1,11.25583282,5,45.45454545,1
Northern California,U,1,24FL.035,1,0,0,0,0,0,0,0,0,0,0
Northern California,U,1,24FL.035,2,0,0,0,0,0,0,0,0,0,0
Northern California,U,1,24FL.035,3,0,0,0,0,0,0,0,0,0,0
Northern California,U,3,24FL.036,1,0,0,1,1,0,0,1,1,9.090909091,0
Northern California,U,3,24FL.036,2,2,0,3,5,0,0,5,5,45.45454545,0
Northern California,U,3,24FL.036,3,2,0,5,6.414213562,0,0,6.414213562,6,54.54545455,0
Northern California,U,2,24FL.037,1,2,0,3,4.414213562,0,0,4.414213562,4,36.36363636,0
Northern California,U,2,24FL.037,2,7,0,6,11.0644951,0,0,11.0644951,8,72.72727273,0
Northern California,U,2,24FL.037,3,3,1,5,6.828427125,1,1,7.828427125,7,63.63636364,1
Northern California,U,2,24FL.038,1,4,0,2,5.414213562,0,0,5.414213562,5,45.45454545,0
Northern California,U,2,24FL.038,2,0,0,0,0,0,0,0,0,0,0
Northern California,U,2,24FL.038,3,1,0,2,3,0,0,3,3,27.27272727,0
Northern California,U,2,24FL.039,1,6,0,3,7.828427125,0,0,7.828427125,6,54.54545455,0
Northern California,U,2,24FL.039,2,13,0,5,16.53731919,0,0,16.53731919,10,90.90909091,0
Northern California,U,2,24FL.039,3,5,0,4,8.414213562,0,0,8.414213562,8,72.72727273,0
Northern California,U,3,24FL.040,1,0,0,1,1,0,0,1,1,9.090909091,0
Northern California,U,3,24FL.040,2,3,0,5,6.65028154,0,0,6.65028154,5,45.45454545,0
Northern California,U,3,24FL.040,3,7,0,6,9.670046378,0,0,9.670046378,5,45.45454545,0
Northern California,U,3,24FL.041,1,11,1,5,15.16227766,1,1,16.16227766,4,36.36363636,1
Northern California,U,3,24FL.041,2,2,0,4,5.236067977,0,0,5.236067977,4,36.36363636,0
Northern California,U,3,24FL.041,3,16,7,5,18.65925375,7,4,25.65925375,10,90.90909091,1
Northern California,U,1,24FL.042,1,2,0,2,4,0,0,4,4,36.36363636,0
Northern California,U,1,24FL.042,2,8,0,10,14.81913191,0,0,14.81913191,9,81.81818182,0
Northern California,U,1,24FL.042,3,7,0,5,10.24264069,0,0,10.24264069,7,63.63636364,0
Northern California,U,3,24FL.043,1,12,0,6,14.26240552,0,0,14.26240552,8,72.72727273,0
Northern California,U,3,24FL.043,2,8,0,6,11.07106781,0,0,11.07106781,8,72.72727273,0
Northern California,U,3,24FL.043,3,5,0,2,7,0,0,7,6,54.54545455,0
Northern California,U,2,24FL.044,1,4,0,0,4,0,0,4,4,36.36363636,0
Northern California,U,2,24FL.044,2,3,0,6,7.828427125,0,0,7.828427125,7,63.63636364,0
Northern California,U,2,24FL.044,3,1,0,1,2,0,0,2,2,18.18181818,0
Northern California,U,2,24FL.045,1,12,0,8,16.1289902,0,0,16.1289902,10,90.90909091,0
Northern California,U,2,24FL.045,2,10,2,9,15.71477664,2,2,17.71477664,10,90.90909091,1
Northern California,U,2,24FL.045,3,2,0,2,4,0,0,4,4,36.36363636,0
Northern California,U,2,24FL.046,1,13,0,22,28.40780078,0,0,28.40780078,10,90.90909091,0
Northern California,U,2,24FL.046,2,17,2,14,26.83232404,2,1,28.83232404,10,90.90909091,1
Northern California,U,2,24FL.046,3,39,2,13,45.01568674,2,1,47.01568674,9,81.81818182,1
